  2.2500000e+000  0.0000000e+000  2.1845000e+002  0.0000000e+000  1.1870000e-003  8.8750000e-002  0.0000000e+000  9.3383000e+002  2.6020000e+003  0.0000000e+000  9.3649000e+002  2.8017000e+003  0.0000000e+000  2.5035000e+000  6.2972000e+000
  2.5000000e+000  0.0000000e+000  2.2399000e+002  0.0000000e+000  1.1970000e-003  7.9980000e-002  0.0000000e+000  9.5911000e+002  2.6031000e+003  0.0000000e+000  9.6211000e+002  2.8031000e+003  0.0000000e+000  2.5547000e+000  6.2575000e+000
  3.0000000e+000  0.0000000e+000  2.3390000e+002  0.0000000e+000  1.2170000e-003  6.6680000e-002  0.0000000e+000  1.0047800e+003  2.6041000e+003  0.0000000e+000  1.0084200e+003  2.8042000e+003  0.0000000e+000  2.6457000e+000  6.1869000e+000
  3.5000000e+000  0.0000000e+000  2.4260000e+002  0.0000000e+000  1.2350000e-003  5.7070000e-002  0.0000000e+000  1.0454300e+003  2.6037000e+003  0.0000000e+000  1.0497500e+003  2.8034000e+003  0.0000000e+000  2.7253000e+000  6.1253000e+000
  4.0000000e+000  0.0000000e+000  2.5040000e+002  0.0000000e+000  1.2520000e-003  4.9780000e-002  0.0000000e+000  1.0823100e+003  2.6023000e+003  0.0000000e+000  1.0873100e+003  2.8014000e+003  0.0000000e+000  2.7964000e+000  6.0701000e+000
  5.0000000e+000  0.0000000e+000  2.6399000e+002  0.0000000e+000  1.2860000e-003  3.9440000e-002  0.0000000e+000  1.1478100e+003  2.5971000e+003  0.0000000e+000  1.1542300e+003  2.7943000e+003  0.0000000e+000  2.9202000e+000  5.9734000e+000
  6.0000000e+000  0.0000000e+000  2.7564000e+002  0.0000000e+000  1.3190000e-003  3.2440000e-002  0.0000000e+000  1.2054400e+003  2.5897000e+003  0.0000000e+000  1.2133500e+003  2.7843000e+003  0.0000000e+000  3.0267000e+000  5.8892000e+000
  7.0000000e+000  0.0000000e+000  2.8588000e+002  0.0000000e+000  1.3510000e-003  2.7370000e-002  0.0000000e+000  1.2575500e+003  2.5805000e+003  0.0000000e+000  1.2670000e+003  2.7721000e+003  0.0000000e+000  3.1211000e+000  5.8133000e+000
  8.0000000e+000  0.0000000e+000  2.9506000e+002  0.0000000e+000  1.3840000e-003  2.3520000e-002  0.0000000e+000  1.3055700e+003  2.5698000e+003  0.0000000e+000  1.3166400e+003  2.7580000e+003  0.0000000e+000  3.2068000e+000  5.7432000e+000
  9.0000000e+000  0.0000000e+000  3.0340000e+002  0.0000000e+000  1.4180000e-003  2.0480000e-002  0.0000000e+000  1.3505100e+003  2.5578000e+003  0.0000000e+000  1.3632600e+003  2.7421000e+003  0.0000000e+000  3.2858000e+000  5.6722000e+000
  1.0000000e+001  0.0000000e+000  3.1106000e+002  0.0000000e+000  1.4520000e-003  1.8026000e-002  0.0000000e+000  1.3930400e+003  2.5444000e+003  0.0000000e+000  1.4075600e+003  2.7247000e+003  0.0000000e+000  3.3596000e+000  5.6141000e+000
  1.1000000e+001  0.0000000e+000  3.1815000e+002  0.0000000e+000  1.4890000e-003  1.5987000e-002  0.0000000e+000  1.4337000e+003  2.5298000e+003  0.0000000e+000  1.4501000e+003  2.7056000e+003  0.0000000e+000  3.4295000e+000  5.5527000e+000
  1.2000000e+001  0.0000000e+000  3.2475000e+002  0.0000000e+000  1.5270000e-003  1.4263000e-002  0.0000000e+000  1.4730000e+003  2.5137000e+003  0.0000000e+000  1.4913000e+003  2.6849000e+003  0.0000000e+000  3.4962000e+000  5.4924000e+000
  1.3000000e+001  0.0000000e+000  3.3093000e+002  0.0000000e+000  1.5670000e-003  1.2780000e-002  0.0000000e+000  1.5111000e+003  2.4961000e+003  0.0000000e+000  1.5315000e+003  2.6622000e+003  0.0000000e+000  3.5606000e+000  5.4323000e+000
